2021-02-10 04:25:59.969 DetectorID: Detektor A
2021-02-10 04:26:03.004 DetectorMode: Master
2021-02-10 04:26:06.007 1 3399 135 24.92 0 22.19
2021-02-10 04:26:06.010 2 4469 207 35.26 14 21.97
2021-02-10 04:26:06.012 3 4537 352 66.89 32 22.19
2021-02-10 04:26:06.013 4 4591 83 20.46 50 21.97
2021-02-10 04:26:06.014 5 4972 127 24.18 68 22.19
2021-02-10 04:26:06.014 6 5070 70 18.93 88 22.19
2021-02-10 04:26:06.015 7 5525 248 42.69 106 22.19
2021-02-10 04:26:06.016 8 5550 51 15.86 124 22.51
2021-02-10 04:26:06.017 9 5631 344 64.67 142 22.19
2021-02-10 04:26:06.017 10 5872 76 19.69 160 22.19
2021-02-10 04:26:06.018 11 6191 65 18.22 178 22.29
2021-02-10 04:26:06.019 12 6441 207 35.26 196 22.19
2021-02-10 04:26:06.019 13 6551 89 21.05 214 22.51
2021-02-10 04:26:06.020 14 6841 48 15.29 232 22.29
2021-02-10 04:26:06.021 15 8009 145 25.96 250 22.19
2021-02-10 04:26:06.021 16 8656 255 43.96 268 22.29
2021-02-10 04:26:06.022 17 8917 49 15.48 286 22.19
2021-02-10 04:26:06.023 18 9230 284 49.41 304 22.19
2021-02-10 04:26:06.023 19 10336 440 109.25 322 22.19
2021-02-10 04:26:06.024 20 12125 51 15.86 340 22.29
2021-02-10 04:26:06.413 21 12628 156 27.28 358 22.19
2021-02-10 04:26:07.075 22 13363 353 67.64 376 22.19
2021-02-10 04:26:07.985 23 14211 270 46.71 395 22.19
2021-02-10 04:26:07.996 24 14261 227 38.83 416 22.19
2021-02-10 04:26:08.505 25 14793 204 34.73 434 22.29
2021-02-10 04:26:08.665 26 14957 81 20.25 452 22.29
2021-02-10 04:26:08.945 27 15215 295 51.75 470 22.19
2021-02-10 04:26:09.981 28 16270 216 36.85 488 22.29
2021-02-10 04:26:10.174 29 16405 115 23.18 506 22.19
2021-02-10 04:26:10.187 30 16455 156 27.28 524 22.19
2021-02-10 04:26:10.477 31 16718 81 20.25 542 22.19
2021-02-10 04:26:10.902 32 17194 62 17.75 560 22.19
2021-02-10 04:26:11.733 33 17966 51 15.86 578 22.19
2021-02-10 04:26:11.899 34 18192 86 20.77 596 22.19
2021-02-10 04:26:12.271 35 18564 335 61.77 614 22.19
2021-02-10 04:26:12.556 36 18847 515 147.53 632 22.29
2021-02-10 04:26:13.008 37 19259 110 22.78 650 22.19
2021-02-10 04:26:13.403 38 19697 224 38.29 668 22.19
2021-02-10 04:26:13.672 39 19967 159 27.66 686 22.19
2021-02-10 04:27:45.538 CosmicWatchDetector
2021-02-10 04:27:48.540 Detektor A
2021-02-10 04:27:51.541 Creating file: FileM072.txt
#####################################################################################
### CosmicWatch: The Desktop Muon Detector
### Questions? saxani@mit.edu
### Comp_date Comp_time Event Ardn_time[ms] ADC[0-1023] SiPM[mV] Deadtime[ms] Temp[C]
#####################################################################################
2021-02-10 04:27:54.616 DetectorID: Detektor A
2021-02-10 04:27:57.618 DetectorMode: Master
2021-02-10 04:28:00.621 1 2908 63 17.91 0 22.19
2021-02-10 04:28:00.622 2 3335 231 39.55 14 22.19
2021-02-10 04:28:00.623 3 3751 206 35.07 32 22.19
2021-02-10 04:28:00.625 4 3809 263 45.37 50 22.19
2021-02-10 04:28:00.626 5 5140 481 129.57 68 22.19
2021-02-10 04:28:00.628 6 6089 103 22.23 88 22.19
2021-02-10 04:28:00.629 7 6298 224 38.29 106 22.19
2021-02-10 04:28:00.631 8 6919 96 21.67 124 22.19
2021-02-10 04:28:00.632 9 7248 76 19.69 142 22.19
2021-02-10 04:28:00.634 10 8286 335 61.77 160 22.19
2021-02-10 04:28:00.635 11 8624 56 16.76 178 22.19
2021-02-10 04:28:00.637 12 8696 79 20.03 196 22.19
2021-02-10 04:28:00.638 13 9494 97 21.75 215 22.19
2021-02-10 04:28:00.640 14 9561 327 59.28 233 22.19
2021-02-10 04:28:00.641 15 10323 56 16.76 251 22.19
2021-02-10 04:28:00.643 16 10649 67 18.51 269 22.19
2021-02-10 04:28:01.043 17 12723 240 41.21 287 22.19
2021-02-10 04:28:01.570 18 13249 56 16.76 305 22.19
2021-02-10 04:28:01.600 19 13275 255 43.96 323 22.19
2021-02-10 04:28:02.432 20 14087 167 28.76 341 22.19
2021-02-10 04:28:04.296 21 15980 127 24.18 359 22.19
2021-02-10 04:28:04.396 22 16079 88 20.96 377 22.19
2021-02-10 04:28:05.076 23 16761 70 18.93 395 22.19
2021-02-10 04:28:05.201 24 16822 236 40.44 416 22.19
2021-02-10 04:28:06.056 25 17742 63 17.91 434 22.19
2021-02-10 04:28:06.173 26 17789 216 36.85 452 22.19
2021-02-10 04:28:06.573 27 18259 284 49.41 470 22.19
2021-02-10 04:28:06.776 28 18442 358 69.10 488 22.19
2021-02-10 04:28:07.094 29 18700 211 35.96 506 22.19
2021-02-10 04:28:07.854 30 19541 56 16.76 524 22.19
2021-02-10 04:28:08.019 31 19667 71 19.06 542 22.19
2021-02-10 04:28:08.190 32 19876 428 101.58 560 22.19
2021-02-10 04:28:08.390 33 20081 51 15.86 578 22.19
2021-02-10 04:28:09.403 34 21093 60 17.43 596 22.19
2021-02-10 04:28:10.100 35 21791 88 20.96 614 22.19
2021-02-10 04:28:10.709 36 22399 319 57.64 632 22.19
2021-02-10 04:28:10.738 37 22427 51 15.86 650 22.19
2021-02-10 04:28:10.852 38 22473 423 97.36 668 22.19
2021-02-10 04:28:11.200 39 22893 199 33.86 686 22.19
2021-02-10 04:28:12.096 40 23782 352 66.89 704 22.19
